PID;DayCareType;Daycare_Name;Mailing_City;Mailing_State;Mailing_Address;Mailing_Zip;Telephone;URL;Capacity (optional);Age Range (optional);Match_Status;Match_Confidence;Matched_Provider_Name;Matched_Reason
11683415;Church/Synagogue;WESTMINSTER WEEKDAY PRE-SCH;Houston;TX;5801 SAN FELIPE ST HOUSTON TX- 77057 3064;77057;(713)782-1344;;140;0 months - 6 years;renamed_likely;99;Westminster Weekday Schools;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
11683441;;WEST UNIVERSITY UNITED METH DC;Houston;TX;3611 UNIVERSITY BLVD HOUSTON TX- 77005 3359;77005;(713)664-8111;;225;0 months - 6 years;renamed_likely;99;West University United Methodist School;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
11688661;Independent Center;SMART START CHILD CARE CENTER;Omaha;NE;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11756074;;EARLY YEARS PRE-SCHOOL & PDO;Arlington;VA;3701 Lorcom;22207;(703)465-8687;http://www.earlyyearspreschool.org;;;not_found;45;Early Years Preschool;Candidate did not meet the balanced city-plus-name acceptance threshold.
11756206;Independent Center;DESTINY PRE-SCHOOL;Leesburg;VA;403 Walnut Ave;23834;(434)885-8599;;4;1 year - 12 years 11 months;not_found;45;Destiny Baldwin;Candidate did not meet the balanced city-plus-name acceptance threshold.
11756816;Church/Synagogue;FIRST BAPTIST-HERNDON CDC;Herndon;VA;681 Elden;20170;(703)437-3620;http://www.fbcherndon.org;260;2 years 6 months - 12 years 11 months;renamed_likely;99;First Baptist Church Denbigh Child Development Center andAcademy;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
11758797;;CARE AFTER SCHOOL-WORTHINGTON;Columbus;OH;1221 Candlewood Dr;43235;;;;5 year - 12 year;partial_match;99;Care After School - Worthington Hills;City matched and the provider name partially overlaps with supporting address/contact evidence.
11759844;;ALTA CANYON SPORTS CCC;Sandy;UT;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11760312;;HAPPY SPROUTS DC;La Vista;NE;7428 Eastport;68128;(402)884-3711;http://www.happysproutscenter.com;;;not_found;45;Happy Sprouts Childcare Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
11760623;;STEPPING STONES CC LRNG CTR;Brainerd;MN;;;09246200001;https://www.steppingstones-cc.com;;;not_found;45;Stepping stone school;Candidate did not meet the balanced city-plus-name acceptance threshold.
11762425;;CHILDREN FIRST CLUB;Granby;MA;40 Pleasant;01033;(413)467-2345;https://childrenfirstofgranby.org;;;not_found;45;The Children First Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
11774686;;MONARCH LEARNING ACADEMY;Orlando;FL;1914 Edgewater;32804;(407)478-8577;https://www.monarchlearningacademy.com;;;not_found;45;Monarch Learning Academy;Candidate did not meet the balanced city-plus-name acceptance threshold.
11776608;;GARDNER SCHOOL;Nashville;TN;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11789655;;HEARTLAND CHILD CARE CTR;Lafayette;IN;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11798163;;NOAH'S ARK ACADEMY;Sugar Land;TX;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11800376;;ABIDING PRESENCE LUTHERAN DC;San Antonio;TX;14700 SAN PEDRO AVE SAN ANTONIO TX- 78232 4352;78232;(210)491-9565;https://aplcdayschool.org;102;15 months - 6 years;renamed_likely;99;Abiding Presence Lutheran Day School;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
11815436;Other Chains;CHILDREN'S CORNER LRNG CTR;Wappingers Fl;NY;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11840118;;DICK HOWSER CHILD CARE CTR;Tallahassee;FL;3519 Easter;32308;(850)921-5437;http://www.thelearningpavilion.org;;;not_found;45;The Learning Pavilion;Candidate did not meet the balanced city-plus-name acceptance threshold.
11840120;;SCOTTSDALE ACADEMY;Tallahassee;FL;3498 Mahan Dr;32308;;;187;;exact_match;92;Scottsdale Academy;Candidate name closely matches the cleaned daycare name in the same city.
11844920;;BUILDING BLOCKS ACADEMY 2;Winter Haven;FL;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11846708;;VILLAGE VIEW CHRISTIAN ACADEMY;Summerfield;FL;8585 SE;34491;(352)307-7303;http://villageviewchurch.com;;;not_found;45;Village View Community Church;Candidate did not meet the balanced city-plus-name acceptance threshold.
11846887;;FIRST STEPS PRE-SCHOOL;Ocala;FL;7880 SW 103rd Street Rd;34476;;;72;;partial_match;99;First Steps Education Ocala;City matched and the provider name partially overlaps with supporting address/contact evidence.
11853725;;HILLTOP NEIGHBORHOOD HOUSE DC;Valparaiso;IN;460 South College Avenue;46383;(219)477-4222;http://www.hilltophouse.org;;;expanded_match;99;Hilltop Neighborhood House;Candidate matched one of the ranked expanded search-name variants.
11854858;;NYACK CENTER SACC;Nyack;NY;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11857290;;WESTERN BRANCH ACADEMY;Chesapeake;VA;4225 Portsmouth;23321;(757)488-4306;http://www.westernbranchacademy.com;75;4 years - 12 years 11 months;partial_match;99;The YMCA of South Hampton Roads - Western Branch Primary School;City matched and the provider name partially overlaps with supporting address/contact evidence.
11861071;;APRENDE CON AMIGOS CCC;Portland;OR;2036 NE Martin Luther King Jr Blvd;97212;;;54;3 year - 4 year 11 mo;renamed_likely;99;Aprende con Amigos (Irvington);City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
11861588;;VISUALLY IMPAIRED PRE-SCH;Louisville;KY;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11862647;;EDUCATION EXPRESS CCC;La Vista;NE;9625 Giles Rd;68128;(531)375-5834;https://www.educationexpress-ne.com;140;6 w - 13 year;expanded_match;95;Education Express;Candidate matched one of the ranked expanded search-name variants.
11862685;;EDUCATION EXPRESS CCC;Omaha;NE;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11868873;;APPLE TREE CHILDRENS CTR;Clive;IA;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11871088;;ROBERT J WILF PRE-SCHL & KNDG;Wynnewood;PA;45 HAVERFORD RD;19096;(610)896-7770;;170;;renamed_likely;99;ROBERT J WILF PRESCHOOL AND KINDERGARTEN;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
11872094;;ABC KIDZ KARE DAY CARE;West Chester;PA;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11873191;;NORTHMINSTER CHRISTIAN PRE-SCH;Tucson;AZ;2450 E Fort Lowell Rd;85719;;;59;12 mo - 12 year;renamed_likely;95;Northminster Christian School;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
11876686;Family Day Residences;SWEET PEA'S LEARNING CTR;Trenton;GA;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11877185;;DISCOVERY POINT DC-OAKWOOD;Flowery Br;GA;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11879078;Independent Center;BRIGHT & EARLY-N BRANFORD CTR;North Branford;CT;274 Branford;06471;(475)265-6566;https://brightyears.com;;;not_found;45;Bright Years North Branford, CT;Candidate did not meet the balanced city-plus-name acceptance threshold.
11884217;;SONSHINE LEARNING CENTER;New Richmond;WI;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11885041;;LITTLE SCHOOL HOUSE-ALTOONA;Altoona;WI;2328 N;54720;(715)214-6609;http://altoonachildcare.com;;;not_found;45;Little School House. LLC;Candidate did not meet the balanced city-plus-name acceptance threshold.
11889035;;PROVIDENCE PREPARATORY PRE-SCH;Charlotte;NC;3031 Providence Rd;28211;(704)391-9700;https://www.providenceprepschool.com;220;2 mo - 6 year;renamed_likely;95;Providence Preparatory School;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
11892549;;CHABAD LUBAVITCH CCC-W SIDE;New York;NY;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11896337;;BRIGHT BEGINNINGS CC ACADEMY;Cherry Hill;NJ;3115 NJ-38;08054;(856)866-0039;http://www.brightbeginnings-childcare.com;;;not_found;45;Bright Beginnings Childcare Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
11897123;;ST HELENAS EARLY ENRICHMENT PS;Boerne;TX;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11897472;;SAN ANTONIO COTTAGE CDC 2;San Antonio;TX;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11897563;;BLOSSOM HEIGHTS CHILD DEV CTR;Houston;TX;8702 LIPAN RD HOUSTON TX- 77063 5804;77063;(713)780-8702;https://www.blossomheights.com;104;0 months - 6 years;expanded_match;99;Blossom Heights Child Development Center;Candidate matched one of the ranked expanded search-name variants.
11904726;;NEW HOPE CHRISTIAN PRE-SCH CTR;Keller;TX;2105 WILLIS LN KELLER TX- 76248 3164;76248;(817)428-9393;https://www.nhcskeller.org;105;0 months - 6 years;renamed_likely;99;New Hope Christian School;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
11905122;Montessori;TEMPLE MONTESSORI SCHOOL & CCC;Temple;TX;1302 S 27TH ST TEMPLE TX- 76504 7218;76504;(254)771-1116;https://www.templemontessori.com;153;0 months - 6 years;renamed_likely;99;Temple Montessori School and Childrens;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
11905809;;GOOD SHEPHERD LUTH PRE-SCH;Elgin;IL;195 NESLER RD, ELGIN, IL, 60124;60124;(847)697-4745;http://www.gselgin.org;88;;renamed_likely;97;GOOD SHEPHERD LUTHERAN PRESCHOOL;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
11909037;;HOPE 4 KIDS PRE-SCH;Santa Barbara;CA;5070 CATHEDRAL OAKS ROAD;93111;;;36;;renamed_likely;99;HOPE 4 KIDS EARLY LEARNING CENTERS, CATHEDRAL OAKS;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
11929697;Other Chains;NEXT GENERATION CHILDREN'S CTR;Hopkinton;MA;2 Wood;01748;(978)824-6267;https://www.cadence-education.com;;;not_found;45;Next Generation Children's Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
11935567;College/University Based;PHEBE ANNA THORNE SCHOOL;Bryn Mawr;PA;1029 WYNDON AVE;19010;(610)526-7913;http://www.brynmawr.edu;16;;partial_match;99;PHEBE ANNA THORNE SCHOOL OF BRYN MAWR COLLEGE;City matched and the provider name partially overlaps with supporting address/contact evidence.
11946023;;COVENANT UMC CHRISTIAN ACADEMY;Greer;SC;1310 Old;29650;(864)244-1818;https://covenantgreer.org;;;not_found;45;Covenant Christian Academy;Candidate did not meet the balanced city-plus-name acceptance threshold.
11947388;Independent Center;FORT COURAGE CHILD CARE;Missoula;MT;2120 31st Ave;59804;(406)543-5400;http://www.fortcouragechildcare.org;106;0 mo - 12 year;exact_match;99;Fort Courage Child Care;Candidate name closely matches the cleaned daycare name in the same city.
11948837;Montessori;TRUST MONTESSORI SCHOOL;San Jose;CA;4660 EASTUS DRIVE;95129;(408)725-9116;http://www.trustmontessorischool.com;232;;exact_match;99;TRUST MONTESSORI SCHOOL;Candidate name closely matches the cleaned daycare name in the same city.
11951042;;LITTLE HANDS LRNG CTR ACADEMY;Chicago;IL;7146 S Ashland Ave;60636;;;48;24 mo - 12 year;renamed_likely;95;Little Hands Child Creative Center;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
11951901;;ANKENY CHRISTIAN CHILD CARE;Ankeny;IA;1604 W 1st St;50023;(515)964-3599;http://www.ankenychristianchildcare.com;;4 year - 4 year 11 mo;exact_match;99;Ankeny Christian Academy;Candidate name closely matches the cleaned daycare name in the same city.
11954903;Independent Center;EDUCATIONAL PLAYCARE-WINDSOR;Windsor;CT;555 DAY HILL ROAD, WINDSOR, CT, 06095;06095;(860)298-9558;;112;6 weeks - 3 years;exact_match;99;EDUCATIONAL PLAYCARE LTD- WINDSOR;Candidate name closely matches the cleaned daycare name in the same city.
11955969;Independent Center;CITY OF LIFE CORPORATION;Nashville;TN;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11956858;;STRAUSS CTR FOR EARLY CHLDHD;Tucson;AZ;225 N;85716;(520)325-0390;http://www.straussece.com;;;not_found;45;Strauss ECE and Kindergarten;Candidate did not meet the balanced city-plus-name acceptance threshold.
11957395;;ARTS FOR ALL;Tucson;AZ;2520 N;85705;(520)622-4100;https://tucsonjcc.org;;;not_found;45;Arts for All;Candidate did not meet the balanced city-plus-name acceptance threshold.
11957527;;CHAPEL HILLS CHURCH PRE-SCHOOL;Colorado Springs;CO;3950 N;80917;;https://local.churchofjesuschrist.org;;;not_found;45;Chapel Hills Church Preschool;Candidate did not meet the balanced city-plus-name acceptance threshold.
11957979;;ASPEN CREEK ACADEMY;Littleton;CO;6500 W Coal Mine Ave;80123;;;208;6 w - 12 year;exact_match;99;Aspen Creek Academy;Candidate name closely matches the cleaned daycare name in the same city.
11959434;YMCA/YWCA;FALLBROOK YMCA;Lincoln;NE;700 Penrose;68521;(402)323-6444;https://www.ymcalincoln.org;;;not_found;45;Fallbrook YMCA;Candidate did not meet the balanced city-plus-name acceptance threshold.
11964922;;OCONEE PRE-SCH ACADEMY II;Watkinsville;GA;1420 Greensboro Hwy;30677;(706)769-2273;http://oconeepreschool.com;195;0 mo - 4 year 11 mo;renamed_likely;95;Oconee Preschool Academy Inc II;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
11965029;;MT PISGAH CHRN SCH;Johns Creek;GA;9825 Brumbelow Rd;30022;;;;5 year - 12 year;renamed_likely;95;Atlanta Braves Baseball Camps - Mt. Pisgah;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
11965110;;LA O'WN ACADEMY;Roswell;GA;11575 King Rd;30075;;;142;6 w - 8 year;exact_match;99;La O'wn Academy;Candidate name closely matches the cleaned daycare name in the same city.
11965512;;CREEKSIDE CHRISTIAN;Cumming;GA;673 Peachtree Pkwy;30041;;;286;0 mo - 12 year;exact_match;99;Creekside Christian Academy;Candidate name closely matches the cleaned daycare name in the same city.
11967168;;DOWNTOWN HAMPTON CDC-MARY PEAK;Hampton;VA;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11967807;;UNIVERSITY N O W DAY NURSERY;Princeton;NJ;185 Broadmead Street, Princeton, NJ, 08540;08540;(609)258-7280;;;0 - 6 years;exact_match;99;University N O W Day Nursery;Candidate name closely matches the cleaned daycare name in the same city.
11968629;;JEWISH CMTY CTR-METRO WEST;West Orange;NJ;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11968904;;BOYS & GIRLS CLUB-M & L KATZ;Camden;NJ;2 S Dudley St;08105;;;405;6 year - 12 year;renamed_likely;99;Boys & Girls Club of Camden Co Inc-Marjorie & Lewis Katz East Camden Clubhouse;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
11970000;;PRIMARY BEGINNINGS CHILD DEV;Raleigh;NC;2100 NORTH HILLS DR RALEIGH;27612;(919)785-0303;;136;0 years - 12 years;renamed_likely;99;PRIMARY BEGINNINGS CHILD DEVELOPMENT CENTER;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
11971597;;THE HAYES SCHOOL OF WONDER;Carrollton;TX;3601 Huffines;75010;(972)855-8506;https://www.thehayesschool.com;;;not_found;45;The Hayes School of Wonder;Candidate did not meet the balanced city-plus-name acceptance threshold.
11972486;;REDEEMER LUTH CHILD DEV CTR;Austin;TX;1500 W ANDERSON LN AUSTIN TX- 78757 1453;78757;(512)459-3015;https://www.redeemerschool.net;260;0 months - 6 years;not_found;45;Redeemer Lutheran Child Development Ctr;Candidate did not meet the balanced city-plus-name acceptance threshold.
11973363;;MARLANDWOOD DAYCARE;Temple;TX;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
11980017;;MOTHER OF CHRIST CATH LRNG CTR;Miami;FL;14141;33175;(305)559-6111;http://www.motherofchrist.net;;;not_found;45;Mother of Christ Catholic Church;Candidate did not meet the balanced city-plus-name acceptance threshold.
11981671;Montessori;SOUTHSHORE MONTESSORI;Apollo Beach;FL;7006 Sail;33572;(813)677-5000;https://www.wearemontessori.com;;;not_found;45;Southshore Montessori School;Candidate did not meet the balanced city-plus-name acceptance threshold.
11986906;;THE IVY INTERNATIONAL SCHOOL;Austin;TX;9511 N FM 620 AUSTIN TX- 78726 2908;78726;(512)501-0620;https://ivyinternationalschool.com;119;15 months - 6 years;exact_match;99;The Ivy International School;Candidate name closely matches the cleaned daycare name in the same city.
11989295;;RISE SCHOOL OF CORPUS CHRISTI;Corp Christi;TX;2030 Rise;78411;(361)814-9399;http://www.risecorpuschristi.org;;;not_found;45;The Rise School of Corpus Christi;Candidate did not meet the balanced city-plus-name acceptance threshold.
11997644;;CHRIST & ST STEPHENS CH PS;New York;NY;120 W;10023;(212)787-2755;http://www.csschurch.org;;;not_found;45;Christ & St Stephen's Church;Candidate did not meet the balanced city-plus-name acceptance threshold.
11999331;;EASTERN NM UNIVERSITY;Portales;NM;1500 S;88130;(800)367-3668;http://enmu.edu;;;not_found;45;Eastern New Mexico University;Candidate did not meet the balanced city-plus-name acceptance threshold.
11999733;;PARK PREP ACADEMY;Jersey City;NJ;519 Central Ave, Jersey City, NJ, 07307;07307;(201)217-0202;http://www.parkprepacademy.com;;2 1/2 - 13 years;exact_match;99;Park Prep Academy, Inc.;Candidate name closely matches the cleaned daycare name in the same city.
12004355;;PETER PAN PRE-SCH & CHILDCARE;North Mankato;MN;2195 Rolling Green Ln;56003;(507)387-8213;http://www.peterpanpreschoolmn.com;60;;expanded_match;95;Peter Pan Preschool and Childcare;Candidate matched one of the ranked expanded search-name variants.
12006250;;LITTLE LAMBS CHRIST CC CRANBRK;Bloomfield;MI;470 Church;48304;(248)644-0053;http://www.littlelambsatccc.org;;;not_found;45;Little Lambs at Christ Church Cranbrook;Candidate did not meet the balanced city-plus-name acceptance threshold.
12011334;;AUBURN CHILD CARE;Auburn;IL;1222 W JACKSON ST, AUBURN, IL, 62615;62615;(217)438-4444;http://auburnchildcare.org;73;;not_found;45;AUBURN CHILD CARE, INC;Candidate did not meet the balanced city-plus-name acceptance threshold.
12012780;;ATLANTA CHILDREN'S SHELTER;Atlanta;GA;607 Peachtree St NE;30308;(404)892-3713;http://www.acsatl.org;50;0 mo - 6 year;exact_match;99;The Atlanta Children's Shelter, Inc.;Candidate name closely matches the cleaned daycare name in the same city.
12016011;Independent Center;EXPLORE & DISCOVER-HIGHLAND PK;Denver;CO;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12019568;YMCA/YWCA;DESERT YMCA/CARTER SCHOOL;Palm Desert;CA;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12019570;YMCA/YWCA;YMCA/A EARHARDT CCC-DESERT;Indio;CA;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12047838;Church/Synagogue;PARAMOUNT CHRISTIAN ACADEMY;Lacey;WA;6646 Pacific Ave SE;98503;(360)878-8915;http://paramountchristianacademy.org;;4 year - 4 year 11 mo;exact_match;99;Paramount Christian Academy;Candidate name closely matches the cleaned daycare name in the same city.
12049927;Montessori;FIORE MONTESSORI;Vienna;VA;1629 Beulah;22182;(703)319-2069;http://www.fioremontessori.com;150;Birth - 12 years 11 months;partial_match;99;Fiore Montessori II;City matched and the provider name partially overlaps with supporting address/contact evidence.
12050263;;BRIDGEPOINT ACADEMY;Pearland;TX;12801;77584;(346)472-4188;https://northstarpreschools.com;141;0 months - 6 years;not_found;45;Northstar Preschools BridgePoint;Candidate did not meet the balanced city-plus-name acceptance threshold.
12051786;;SOA CHILD LEARNING CENTER;San Antonio;TX;2738 Shingle Oak Dr;78247;(210)775-2807;http://soalearn.com;52;2 mo - 12 year;exact_match;92;SOA Child Learning Center;Candidate name closely matches the cleaned daycare name in the same city.
12051970;;BAYOU VILLAGE SCHOOL;Houston;TX;3701 Hardy St;77009;(713)864-2452;https://www.volunteerhou.org;147;10 mo - 12 year;exact_match;99;Bayou Village School;Candidate name closely matches the cleaned daycare name in the same city.
12052132;;REDEEMER DAY SCHOOL;Mckinney;TX;7820 Silverado;75070;;https://www.redeemermckinney.com;;;not_found;45;Redeemer Day School;Candidate did not meet the balanced city-plus-name acceptance threshold.
12056308;;CUSTER ROAD CHRISTIAN DAY SCH;Plano;TX;6601 CUSTER RD PLANO TX- 75023 3204;75023;(972)491-0510;https://custerroadchristiandayschool.com;204;15 months - 6 years;exact_match;99;Custer Road Christian Day School;Candidate name closely matches the cleaned daycare name in the same city.
12065000;;ALL ABOUT KIDS CC & LRN CTR;Cincinnati;OH;3759 W Fork Rd;45247;;;;1 mo - 12 year;renamed_likely;99;All About Kids Childcare & Learning Center;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
12065024;;ARMSTRONG CHAPEL PRE-SCHOOL;Cincinnati;OH;5125 Drake;45243;(513)561-4220;http://www.armstrongchapel.org;;;not_found;45;Armstrong Chapel Preschool;Candidate did not meet the balanced city-plus-name acceptance threshold.
12067474;;CREATIVE KIDS KENT;Holmes;NY;91 Ludingtonville;12531;(845)319-9331;https://www.cadence-education.com;;;not_found;45;Creative Kids Childcare Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
12068076;;THE OLIVE TREEHOUSE GROUP;Brooklyn;NY;3003 Fort;11218;;https://www.activityhero.com;;;not_found;45;The Olive Treehouse Group- Rory's Room;Candidate did not meet the balanced city-plus-name acceptance threshold.
12069446;;ST PAUL'S CHLD DVLP CTR;Las Cruces;NM;225 W Griggs Ave;88005;;;115;;expanded_match;91;St. Paul's Child Development Center;Candidate matched one of the ranked expanded search-name variants.
12069771;;MANCHESTER CHLD DVLP CTR;Manchester;NH;2020 Goffs;03103;(603)629-0037;https://www.lpcliving.co.uk;81;;not_found;45;Manchester Child Development Center ,opens link in a new tab ➞;Candidate did not meet the balanced city-plus-name acceptance threshold.
12073215;;EXPLORATION STATION;Burlington;NC;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12073538;Independent Center;KIDS CLUB;Columbus;MT;439 A;59019;(406)322-6214;http://www.columbuskidsclub.org;;;not_found;45;Kid's Club Child Care Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
12076944;;CHARLTON HESTON ACADEMY GSRP;Saint Helen;MI;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12080608;;TENDER LEARNING CENTRE;Wilmington;MA;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12083791;;NATURES SCHOLARS CENTER;Ringwood;IL;4400 Beck;60072;(815)653-0240;http://www.naturesscholars.com;97;;partial_match;99;NATURES SCHOLARS ENRICHMENT CENTER INCOR;City matched and the provider name partially overlaps with supporting address/contact evidence.
12087527;Montessori;STEPPING STONE MONTESSORI;Alpharetta;GA;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12089903;;NEW BETHEL ACADEMY;Panama City;FL;1942 E 7th St;32401;;;60;;exact_match;99;New Bethel Academy;Candidate name closely matches the cleaned daycare name in the same city.
12093588;;SMALL CHARACTERS;Denver;CO;8700 W;80215;(303)233-0553;http://www.smallcharacters.com;;;not_found;45;Small Characters Learning Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
12118815;;FREE SYNAGOGUE;New York;NY;30 W 68th;10023;(212)877-4050;http://www.swfs.org;;;not_found;45;Stephen Wise Free Synagogue;Candidate did not meet the balanced city-plus-name acceptance threshold.
12119053;;BRONX HOUSE;Bronx;NY;2441 Wallace Avenue;10467;(917)580-1437;http://bronxhouse.org;325;;exact_match;99;Bronx House, Inc.;Candidate name closely matches the cleaned daycare name in the same city.
12119211;;COMPASS SCHOOLHOUSE;Westfield;NJ;125 Elmer Street, Westfield, NJ, 07090;07090;(908)232-2084;http://compassschoolhouse.com;;0 - 6 years;exact_match;99;Compass Schoolhouse;Candidate name closely matches the cleaned daycare name in the same city.
12120789;Montessori;BERGEN-LAFAYETTE MONTESSRI SCH;Jersey City;NJ;342 Communipaw Ave;07304;(201)706-3403;http://www.bergenlafayettemontessori.com;51;3 mo - 6 year;renamed_likely;95;Bergen-Lafayette Montessori School;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
12122763;;OPEN ARMS ACADEMY;Wilmington;DE;1801 N JEFFERSON ST, WILMINGTON, DE, 19802;19802;(302)384-8485;http://openarmsacademy.net;74;6 weeks through 12 years.;exact_match;99;OPEN ARMS ACADEMY;Candidate name closely matches the cleaned daycare name in the same city.
12128054;;CORNERSTONE EARLY LEARNING CTR;Hugo;MN;4790 Rosemary Way;55038;(888)291-9811;http://www.cornerstonehugo.org;74;1 month - 5 years 11 months;expanded_match;99;Cornerstone Early Learning Center;Candidate matched one of the ranked expanded search-name variants.
12128664;;RAISE UP;Harlan;IN;12616;46743;(260)657-5427;http://ru4christ.org;;;not_found;45;Raise Up for Christ, Inc.;Candidate did not meet the balanced city-plus-name acceptance threshold.
12132469;;MINNIELAND ACADEMY-COL HGHTS;Colonial Hgts;VA;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12134314;;BREAKTHROUGH BEGINNERS;Chicago;IL;3219 W CARROLL AVE, CHICAGO, IL, 60624;60624;(872)444-8210;;71;;exact_match;99;BREAKTHROUGH BEGINNERS;Candidate name closely matches the cleaned daycare name in the same city.
12137471;;GERMAN INTERNATIONL SCH-DALLAS;Farmers Brnch;TX;12411;75234;(214)507-0130;https://www.german-isd.org;;;not_found;45;German International School of Dallas;Candidate did not meet the balanced city-plus-name acceptance threshold.
12137483;;GENIUS CHILD ACADEMY;Mckinney;TX;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12143731;;LANGUAGE TREE;Columbia;MO;2311 E Walnut St;65201;(573)424-2517;http://www.languagetreeimmersion.com;60;24 mo - 10 year;exact_match;99;The Language Tree Preschool;Candidate name closely matches the cleaned daycare name in the same city.
12149838;;SPRINGVIEW ACADEMY;Hialeah;FL;7411 NW;33015;(305)705-2660;https://www.cadence-education.com;;;not_found;45;Springview Academy;Candidate did not meet the balanced city-plus-name acceptance threshold.
12153841;;RIVER SONG WALDORF SCHOOL;Fort Collins;CO;900 E STUART ST;80525;(970)407-9185;http://www.riversongwaldorf.org;62;;exact_match;99;RIVER SONG WALDORF SCHOOL;Candidate name closely matches the cleaned daycare name in the same city.
12181082;;KIDS COVE PS-NORTH SHORE UMC;Canyon Lake;TX;23880;78133;(830)521-7615;https://www.northshore-umc.org;;;not_found;45;Kids Cove Preschool and Daycare;Candidate did not meet the balanced city-plus-name acceptance threshold.
12187969;;KINGDOM KIDS CHRISTIAN PRESCH;Orangevale;CA;5810 PECAN AVE.;95662;(916)988-4310;http://www.kkcpreschool.org;46;;exact_match;99;KINGDOM KIDS CHRISTIAN PRESCHOOL;Candidate name closely matches the cleaned daycare name in the same city.
12189541;;MANHATTAN SCHOOL HOUSE;New York;NY;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12189864;;A HOUSE ON BEEKMAN;Bronx;NY;;;;;;;not_found;0;;No datapoints were found from Google knowledge panel or top search results.
12190186;;CREATIVE KIDS LC-DEER SPRINGS;North Las Vegas;NV;2385 W;89084;(866)561-3411;https://www.creativekidslearningcenter.com;;;not_found;45;Creative Kids - Aliante;Candidate did not meet the balanced city-plus-name acceptance threshold.
12193944;;LEARNING PATH CHILDCARE;Marble Falls;TX;813 CORAZON MARBLE FALLS TX- 78654 2159;78654;(512)596-3489;https://learningpathchildcare.com;215;0 months - 6 years;not_found;45;Learning Path Childcare LLC;Candidate did not meet the balanced city-plus-name acceptance threshold.
