PID;DayCareType;Daycare_Name;Mailing_City;Mailing_State;Mailing_Address;Mailing_Zip;Telephone;URL;Capacity (optional);Age Range (optional);Original_Name;Normalized_Name;Normalized_Name_Core;Search_Name_Primary;Search_Name_Variants;Cleaning_Rules_Applied
4342757;Church/Synagogue;CHILDREN'S ARK LEARNING CTR;Clarkston;MI;;;;;;,,;CHILDREN'S ARK LEARNING CTR;CHILDRENS ARK LEARNING CTR;ARK;CHILDRENS ARK LEARNING CENTER;CHILDRENS ARK LEARNING CENTER || CHILDRENS ARK LEARNING CENTRE || CHILDRENS ARK LEARNING CTR || ARK;CTR->CENTER || CTR->CENTRE
4348531;Independent Center;PRECIOUS TREASURES;Valdosta;GA;;;;;;,,;PRECIOUS TREASURES;PRECIOUS TREASURES;PRECIOUS TREASURES;PRECIOUS TREASURES;PRECIOUS TREASURES;
4374499;Independent Center;SCHOLARS PRE-SCH/KDGN;San Jose;CA;;;;;;,,;SCHOLARS PRE-SCH/KDGN;SCHOLARS PRE SCH KDGN;SCHOLARS;SCHOLARS PRE SCH KINDERGARTEN;SCHOLARS PRE SCH KINDERGARTEN || SCHOLARS PRESCHOOL SCH KDGN || SCHOLARS PRE SCHOOL KDGN || SCHOLARS PRESCHOOL KDGN || SCHOLARS PRE SCH KDGN || SCHOLARS;PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || KDGN->KINDERGARTEN || PRE SCH->PRESCHOOL
4422888;Independent Center;HAPPY VALLEY PRE-SCHOOL;Happy Valley;OR;;;;;;,,;HAPPY VALLEY PRE-SCHOOL;HAPPY VALLEY PRESCHOOL;PRESCHOOL;HAPPY VALLEY PRESCHOOL;HAPPY VALLEY PRESCHOOL || HAPPYVALLEY PRESCHOOL || HAPPY VALLEY || PRESCHOOL;HAPPY VALLEY->HAPPYVALLEY (compound city) || removed city tokens from core: HAPPY VALLEY
4426119;YMCA/YWCA;WALKER KIDS CLUB -ASHLAND YMCA;Ashland;OR;;;;;;,,;WALKER KIDS CLUB -ASHLAND YMCA;WALKER KIDS CLUB ASHLAND YMCA;WALKER KIDS CLUB YMCA;WALKER KIDS CLUB ASHLAND YMCA;WALKER KIDS CLUB ASHLAND YMCA || WALKER KIDS CLUB YMCA;removed city tokens from core: ASHLAND
4430562;Independent Center;APPLETREE LEARNING CENTER;Casper;WY;;;;;;,,;APPLETREE LEARNING CENTER;APPLETREE LEARNING CENTER;APPLETREE;APPLETREE LEARNING CENTER;APPLETREE LEARNING CENTER || APPLETREE;
4469135;Independent Center;KIDS & COMPANY DC-NEWKIRK;Wilmington;NC;;;;;;,,;KIDS & COMPANY DC-NEWKIRK;KIDS AND DC NEWKIRK;KIDS NEWKIRK;KIDS AND DEVELOPMENT CENTER NEWKIRK;KIDS AND DEVELOPMENT CENTER NEWKIRK || KIDS AND DAY CARE NEWKIRK || KIDS AND DC NEWKIRK || KIDS AND NEWKIRK || KIDS NEWKIRK;DC->DAY CARE || DC->DEVELOPMENT CENTER
4480141;Church/Synagogue;SHALOM PRE-SCHOOL;Naples;FL;;;;;;,,;SHALOM PRE-SCHOOL;SHALOM PRESCHOOL;SHALOM;SHALOM PRESCHOOL;SHALOM PRESCHOOL || SHALOM;
4484472;Independent Center;COURTHOUSE PRE-SCH & KDGN;Virginia Bch;VA;;;;;;,,;COURTHOUSE PRE-SCH & KDGN;COURTHOUSE PRE SCH AND KDGN;COURTHOUSE;COURTHOUSE PRE SCH AND KINDERGARTEN;COURTHOUSE PRE SCH AND KINDERGARTEN || COURTHOUSE PRESCHOOL SCH AND KDGN || COURTHOUSE PRE SCHOOL AND KDGN || COURTHOUSE PRESCHOOL AND KDGN || COURTHOUSE PRE SCH AND KDGN || COURTHOUSE AND || COURTHOUSE;PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || KDGN->KINDERGARTEN || PRE SCH->PRESCHOOL
4487802;Church/Synagogue;CHAPARRAL CHRISTIAN SCHOOL;Scottsdale;AZ;;;;;;,,;CHAPARRAL CHRISTIAN SCHOOL;CHAPARRAL CHRISTIAN SCHOOL;CHAPARRAL CHRISTIAN;CHAPARRAL CHRISTIAN SCHOOL;CHAPARRAL CHRISTIAN SCHOOL || CHAPARRAL CHRISTIAN;
4490847;Other Chains;NEXT GENERATION CHILDREN'S CTR;Beverly;MA;;;;;;,,;NEXT GENERATION CHILDREN'S CTR;NEXT GENERATION CHILDRENS CTR;NEXT GENERATION;NEXT GENERATION CHILDRENS CENTER;NEXT GENERATION CHILDRENS CENTER || NEXT GENERATION CHILDRENS CENTRE || NEXT GENERATION CHILDRENS CTR || NEXT GENERATION;CTR->CENTER || CTR->CENTRE
4491293;Independent Center;LEARN & PLAY DAY CARE CENTER;Roxbury;MA;;;;;;,,;LEARN & PLAY DAY CARE CENTER;LEARN AND PLAY DAY CARE CENTER;LEARN PLAY;LEARN AND PLAY DAY CARE CENTER;LEARN AND PLAY DAY CARE CENTER || LEARN AND PLAY || LEARN PLAY;
4495859;Montessori;SUNSET MONTESSORI CMTY SCHOOL;Las Vegas;NV;;;;;;,,;SUNSET MONTESSORI CMTY SCHOOL;SUNSET MONTESSORI CMTY SCHOOL;SUNSET MONTESSORI CMTY;SUNSET MONTESSORI COMMUNITY SCHOOL;SUNSET MONTESSORI COMMUNITY SCHOOL || SUNSET MONTESSORI CMTY SCHOOL || SUNSET MONTESSORI CMTY;CMTY->COMMUNITY
4499013;Church/Synagogue;CORNERSTONE CHRISTIAN PRE-SCH;Hamilton;OH;;;;;;,,;CORNERSTONE CHRISTIAN PRE-SCH;CORNERSTONE CHRISTIAN PRE SCH;CORNERSTONE CHRISTIAN;CORNERSTONE CHRISTIAN PRESCHOOL SCH;CORNERSTONE CHRISTIAN PRESCHOOL SCH || CORNERSTONE CHRISTIAN PRE SCHOOL || CORNERSTONE CHRISTIAN PRESCHOOL || CORNERSTONE CHRISTIAN PRE SCH || CORNERSTONE CHRISTIAN;PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || PRE SCH->PRESCHOOL
4504785;Family Day Residences;LITTLE NOISES CHILD CARE CTR;Moodus;CT;;;;;;,,;LITTLE NOISES CHILD CARE CTR;LITTLE NOISES CHILD CARE CTR;LITTLE NOISES;LITTLE NOISES CHILD CARE CENTER;LITTLE NOISES CHILD CARE CENTER || LITTLE NOISES CHILD CARE CENTRE || LITTLE NOISES CHILD CARE CTR || LITTLE NOISES;CTR->CENTER || CTR->CENTRE
4766854;Church/Synagogue;ATONEMENT CHRISTIAN DAY SCHOOL;Barrington;IL;;;;;;,,;ATONEMENT CHRISTIAN DAY SCHOOL;ATONEMENT CHRISTIAN DAY SCHOOL;ATONEMENT CHRISTIAN;ATONEMENT CHRISTIAN DAY SCHOOL;ATONEMENT CHRISTIAN DAY SCHOOL || ATONEMENT CHRISTIAN;
4771419;Church/Synagogue;LINDENWOOD CHRISTIAN CCC;Memphis;TN;;;;;;,,;LINDENWOOD CHRISTIAN CCC;LINDENWOOD CHRISTIAN CCC;LINDENWOOD CHRISTIAN;LINDENWOOD CHRISTIAN CHILD CARE CENTER;LINDENWOOD CHRISTIAN CHILD CARE CENTER || LINDENWOOD CHRISTIAN CCC || LINDENWOOD CHRISTIAN;CCC->CHILD CARE CENTER
4772425;Church/Synagogue;FIRST BAPTIST KIDS CARE;Blountville;TN;;;;;;,,;FIRST BAPTIST KIDS CARE;FIRST BAPTIST KIDS CARE;FIRST BAPTIST KIDS;FIRST BAPTIST KIDS CARE;FIRST BAPTIST KIDS CARE || FIRST BAPTIST KIDS;
4778259;YMCA/YWCA;SCHLOSSMAN FAMILY YMCA WEST;Moorhead;MN;;;;;;,,;SCHLOSSMAN FAMILY YMCA WEST;SCHLOSSMAN FAMILY YMCA WEST;SCHLOSSMAN FAMILY YMCA WEST;SCHLOSSMAN FAMILY YMCA WEST;SCHLOSSMAN FAMILY YMCA WEST;
4779590;Church/Synagogue;OGLETHORPE PRESBY PRE-SCHOOL;Atlanta;GA;;;;;;,,;OGLETHORPE PRESBY PRE-SCHOOL;OGLETHORPE PRESBY PRESCHOOL;OGLETHORPE PRESBY;OGLETHORPE PRESBYTERIAN PRESCHOOL;OGLETHORPE PRESBYTERIAN PRESCHOOL || OGLETHORPE PRESBY PRESCHOOL || OGLETHORPE PRESBY;PRESBY->PRESBYTERIAN
4787705;Independent Center;BANNERS CHILD CARE;Rochester;NY;;;;;;,,;BANNERS CHILD CARE;BANNERS CHILD CARE;BANNERS;BANNERS CHILD CARE;BANNERS CHILD CARE || BANNERS;
4788357;;FIRST PRESBYTERIAN CHILD DEV;Midland;TX;;;;;;,,;FIRST PRESBYTERIAN CHILD DEV;FIRST PRESBYTERIAN CHILD DEV;FIRST PRESBYTERIAN;FIRST PRESBYTERIAN CHILD DEVELOPMENT;FIRST PRESBYTERIAN CHILD DEVELOPMENT || FIRST PRESBYTERIAN CHILD DEV || FIRST PRESBYTERIAN;DEV->DEVELOPMENT
4789519;Church/Synagogue;MOUNTAIN TOP PRE-SCHOOL & KDGN;Warren;NJ;;;;;;,,;MOUNTAIN TOP PRE-SCHOOL & KDGN;MOUNTAIN TOP PRESCHOOL AND KDGN;MOUNTAIN TOP;MOUNTAIN TOP PRESCHOOL AND KINDERGARTEN;MOUNTAIN TOP PRESCHOOL AND KINDERGARTEN || MOUNTAIN TOP PRESCHOOL AND KDGN || MOUNTAIN TOP AND || MOUNTAIN TOP;KDGN->KINDERGARTEN
4790831;Independent Center;NEW FRIENDS CHLD CARE PRE-SCH;Edison;NJ;;;;;;,,;NEW FRIENDS CHLD CARE PRE-SCH;NEW FRIENDS CHLD CARE PRE SCH;NEW FRIENDS CHLD;NEW FRIENDS CHLD CARE PRESCHOOL SCH;NEW FRIENDS CHLD CARE PRESCHOOL SCH || NEW FRIENDS CHLD CARE PRE SCHOOL || NEW FRIENDS CHLD CARE PRESCHOOL || NEW FRIENDS CHILD CARE PRE SCH || NEW FRIENDS CHLD CARE PRE SCH || NEW FRIENDS CHLD;CHLD->CHILD || PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || PRE SCH->PRESCHOOL
4792853;Independent Center;ACCESS GROUP INC;Little Rock;AR;;;;;;,,;ACCESS GROUP INC;ACCESS GROUP;ACCESS GROUP;ACCESS GROUP;ACCESS GROUP;
4844250;Church/Synagogue;SOUTHERN HILLS CHILD DEV CTR;Edmond;OK;;;;;;,,;SOUTHERN HILLS CHILD DEV CTR;SOUTHERN HILLS CHILD DEV CTR;SOUTHERN HILLS;SOUTHERN HILLS CHILD DEVELOPMENT CENTER;SOUTHERN HILLS CHILD DEVELOPMENT CENTER || SOUTHERN HILLS CHILD DEVELOPMENT CTR || SOUTHERN HILLS CHILD DEV CENTER || SOUTHERN HILLS CHILD DEV CENTRE || SOUTHERN HILLS CHILD DEV CTR || SOUTHERN HILLS;DEV->DEVELOPMENT || CTR->CENTER || CTR->CENTRE || DEV CTR->DEVELOPMENT CENTER
4845400;Other Chains;SUNRISE PRE-SCHOOL #116;Gilbert;AZ;;;;;;,,;SUNRISE PRE-SCHOOL #116;SUNRISE PRESCHOOL 116;SUNRISE 116;SUNRISE PRESCHOOL 116;SUNRISE PRESCHOOL 116 || SUNRISE 116;
4849781;Other Chains;NEXT GENERATION CHILDREN'S CTR;Marlborough;MA;;;;;;,,;NEXT GENERATION CHILDREN'S CTR;NEXT GENERATION CHILDRENS CTR;NEXT GENERATION;NEXT GENERATION CHILDRENS CENTER;NEXT GENERATION CHILDRENS CENTER || NEXT GENERATION CHILDRENS CENTRE || NEXT GENERATION CHILDRENS CTR || NEXT GENERATION;CTR->CENTER || CTR->CENTRE
4857130;Church/Synagogue;BETH MOSHE CONGREGATION;North Miami;FL;;;;;;,,;BETH MOSHE CONGREGATION;BETH MOSHE CONGREGATION;BETH MOSHE CONGREGATION;BETH MOSHE CONGREGATION;BETH MOSHE CONGREGATION;
4862422;Independent Center;CHESTNUT CHILDRENS CENTER;Needham;MA;;;;;;,,;CHESTNUT CHILDRENS CENTER;CHESTNUT CHILDRENS CENTER;CHESTNUT;CHESTNUT CHILDRENS CENTER;CHESTNUT CHILDRENS CENTER || CHESTNUT;
4865591;Independent Center;FOLLOW ME CHILD CARE CENTER;Harrisburg;PA;;;;;;,,;FOLLOW ME CHILD CARE CENTER;FOLLOW ME CHILD CARE CENTER;FOLLOW ME;FOLLOW ME CHILD CARE CENTER;FOLLOW ME CHILD CARE CENTER || FOLLOW ME;
4882496;Independent Center;KIRKWOOD EARLY CHILDHOOD CTR;Saint Louis;MO;;;;;;,,;KIRKWOOD EARLY CHILDHOOD CTR;KIRKWOOD EARLY CHILDHOOD CTR;KIRKWOOD CHILDHOOD;KIRKWOOD EARLY CHILDHOOD CENTER;KIRKWOOD EARLY CHILDHOOD CENTER || KIRKWOOD EARLY CHILDHOOD CENTRE || KIRKWOOD EARLY CHILDHOOD CTR || KIRKWOOD CHILDHOOD;CTR->CENTER || CTR->CENTRE
4886935;Church/Synagogue;CALVARY CHILD CARE CTR;Fairless Hls;PA;;;;;;,,;CALVARY CHILD CARE CTR;CALVARY CHILD CARE CTR;CALVARY;CALVARY CHILD CARE CENTER;CALVARY CHILD CARE CENTER || CALVARY CHILD CARE CENTRE || CALVARY CHILD CARE CTR || CALVARY;CTR->CENTER || CTR->CENTRE
4886997;YMCA/YWCA;LOWER BUCK YMCA-CARLA BARTON;Fairless Hls;PA;;;;;;,,;LOWER BUCK YMCA-CARLA BARTON;LOWER BUCK YMCA CARLA BARTON;LOWER BUCK YMCA CARLA BARTON;LOWER BUCK YMCA CARLA BARTON;LOWER BUCK YMCA CARLA BARTON;
4887953;YMCA/YWCA;KENNETT UNIONVILLE YMCA-GARDEN;Kennett Sq;PA;;;;;;,,;KENNETT UNIONVILLE YMCA-GARDEN;KENNETT UNIONVILLE YMCA GARDEN;UNIONVILLE YMCA GARDEN;KENNETT UNIONVILLE YMCA GARDEN;KENNETT UNIONVILLE YMCA GARDEN || UNIONVILLE YMCA GARDEN;removed city tokens from core: KENNETT
4889456;Church/Synagogue;LAKE MURRAY PRESBY PRE-SCHOOL;Chapin;SC;;;;;;,,;LAKE MURRAY PRESBY PRE-SCHOOL;LAKE MURRAY PRESBY PRESCHOOL;LAKE MURRAY PRESBY;LAKE MURRAY PRESBYTERIAN PRESCHOOL;LAKE MURRAY PRESBYTERIAN PRESCHOOL || LAKE MURRAY PRESBY PRESCHOOL || LAKE MURRAY PRESBY;PRESBY->PRESBYTERIAN
4890285;Independent Center;DAY CARE CENTER-ARDSLEY;Glenside;PA;;;;;;,,;DAY CARE CENTER-ARDSLEY;DAY CARE CENTER ARDSLEY;ARDSLEY;DAY CARE CENTER ARDSLEY;DAY CARE CENTER ARDSLEY || ARDSLEY;
4902163;YMCA/YWCA;LOCK HAVEN AREA YMCA;Lock Haven;PA;;;;;;,,;LOCK HAVEN AREA YMCA;LOCK HAVEN AREA YMCA;AREA YMCA;LOCK HAVEN AREA YMCA;LOCK HAVEN AREA YMCA || LOCKHAVEN AREA YMCA || AREA YMCA;LOCK HAVEN->LOCKHAVEN (compound city) || removed city tokens from core: LOCK HAVEN
4903454;YMCA/YWCA;CHAMBERSBURG MEMORIAL YMCA;Chambersburg;PA;;;;;;,,;CHAMBERSBURG MEMORIAL YMCA;CHAMBERSBURG MEMORIAL YMCA;MEMORIAL YMCA;CHAMBERSBURG MEMORIAL YMCA;CHAMBERSBURG MEMORIAL YMCA || MEMORIAL YMCA;removed city tokens from core: CHAMBERSBURG
4930122;;DISCOVERY ISLAND CHILD DEV CTR;Orange Beach;AL;;;;;;,,;DISCOVERY ISLAND CHILD DEV CTR;DISCOVERY ISLAND CHILD DEV CTR;DISCOVERY ISLAND;DISCOVERY ISLAND CHILD DEVELOPMENT CENTER;DISCOVERY ISLAND CHILD DEVELOPMENT CENTER || DISCOVERY ISLAND CHILD DEVELOPMENT CTR || DISCOVERY ISLAND CHILD DEV CENTER || DISCOVERY ISLAND CHILD DEV CENTRE || DISCOVERY ISLAND CHILD DEV CTR || DISCOVERY ISLAND;DEV->DEVELOPMENT || CTR->CENTER || CTR->CENTRE || DEV CTR->DEVELOPMENT CENTER
4930316;Other Chains;CHESTERBROOK ACADEMY 653;Cary;NC;;;;;;,,;CHESTERBROOK ACADEMY 653;CHESTERBROOK ACADEMY 653;CHESTERBROOK 653;CHESTERBROOK ACADEMY 653;CHESTERBROOK ACADEMY 653 || CHESTERBROOK 653;
4936140;Other Chains;CHILD'S WORLD ACADEMY;Monroe;CT;;;;;;,,;CHILD'S WORLD ACADEMY;CHILDS WORLD ACADEMY;CHILDS WORLD;CHILDS WORLD ACADEMY;CHILDS WORLD ACADEMY || CHILDS WORLD;
4958605;Independent Center;HOOPER ACADEMY EARLY LRNG CTR;Hope Hull;AL;;;;;;,,;HOOPER ACADEMY EARLY LRNG CTR;HOOPER ACADEMY EARLY LRNG CTR;HOOPER LRNG;HOOPER ACADEMY EARLY LEARNING CTR;HOOPER ACADEMY EARLY LEARNING CTR || HOOPER ACADEMY EARLY LRNG CENTER || HOOPER ACADEMY EARLY LRNG CENTRE || HOOPER ACADEMY EARLY LRNG CTR || HOOPER LRNG;LRNG->LEARNING || CTR->CENTER || CTR->CENTRE
4960799;Montessori;MONTESSORI ACADEMY-PRE-SCHOOL;Scottsdale;AZ;;;;;;,,;MONTESSORI ACADEMY-PRE-SCHOOL;MONTESSORI ACADEMY PRESCHOOL;MONTESSORI;MONTESSORI ACADEMY PRESCHOOL;MONTESSORI ACADEMY PRESCHOOL || MONTESSORI;
4962448;;WALNUT HILLS PRE-SCHOOL;Urbandale;IA;;;;;;,,;WALNUT HILLS PRE-SCHOOL;WALNUT HILLS PRESCHOOL;WALNUT HILLS;WALNUT HILLS PRESCHOOL;WALNUT HILLS PRESCHOOL || WALNUT HILLS;
4966846;;TEDDY BEAR PLAYHOUSE;Brighton;MI;;;;;;,,;TEDDY BEAR PLAYHOUSE;TEDDY BEAR PLAYHOUSE;TEDDY BEAR PLAYHOUSE;TEDDY BEAR PLAYHOUSE;TEDDY BEAR PLAYHOUSE;
4967785;Church/Synagogue;NATIVITY PRE-SCHOOL & KDGN;Arden;NC;;;;;;,,;NATIVITY PRE-SCHOOL & KDGN;NATIVITY PRESCHOOL AND KDGN;NATIVITY;NATIVITY PRESCHOOL AND KINDERGARTEN;NATIVITY PRESCHOOL AND KINDERGARTEN || NATIVITY PRESCHOOL AND KDGN || NATIVITY AND || NATIVITY;KDGN->KINDERGARTEN
5015763;;KID'S UNIVERSITY PRE-SCHOOL 2;Hialeah;FL;;;;;;,,;KID'S UNIVERSITY PRE-SCHOOL 2;KIDS UNIVERSITY PRESCHOOL 2;KIDS UNIVERSITY 2;KIDS UNIVERSITY PRESCHOOL 2;KIDS UNIVERSITY PRESCHOOL 2 || KIDS UNIVERSITY 2;
5017151;Independent Center;CREATIVE CHILD LEARING CENTER;Fort Lauderdale;FL;;;;;;,,;CREATIVE CHILD LEARING CENTER;CREATIVE CHILD LEARING CENTER;CREATIVE LEARING;CREATIVE CHILD LEARING CENTER;CREATIVE CHILD LEARING CENTER || CREATIVE LEARING;
5018636;Other Chains;THE LEARNING CENTER PS & DC;Largo;FL;;;;;;,,;THE LEARNING CENTER PS & DC;LEARNING CENTER PS AND DC;PS;LEARNING CENTER PS AND DEVELOPMENT CENTER;LEARNING CENTER PS AND DEVELOPMENT CENTER || LEARNING CENTER PS AND DAY CARE || LEARNING CENTER PS AND DC || PS AND || PS;DC->DAY CARE || DC->DEVELOPMENT CENTER
5019343;Church/Synagogue;LEARNING VILLAGE PRE-SCHOOL;Lehigh Acres;FL;;;;;;,,;LEARNING VILLAGE PRE-SCHOOL;LEARNING VILLAGE PRESCHOOL;VILLAGE;LEARNING VILLAGE PRESCHOOL;LEARNING VILLAGE PRESCHOOL || VILLAGE;
5027510;YMCA/YWCA;GREAT PLAINS FAMILY YMCA;Weatherford;OK;;;;;;,,;GREAT PLAINS FAMILY YMCA;GREAT PLAINS FAMILY YMCA;GREAT PLAINS FAMILY YMCA;GREAT PLAINS FAMILY YMCA;GREAT PLAINS FAMILY YMCA;
5027699;;ONE STEP AT A TIME;Edmond;OK;;;;;;,,;ONE STEP AT A TIME;ONE STEP AT A TIME;ONE STEP A TIME;ONE STEP AT A TIME;ONE STEP AT A TIME || ONE STEP A TIME;
5028227;;LAUNCHING PAD;Oklahoma City;OK;;;;;;,,;LAUNCHING PAD;LAUNCHING PAD;LAUNCHING PAD;LAUNCHING PAD;LAUNCHING PAD;
5032369;YMCA/YWCA;SOUTHERN DISTRICT YMCA;Exeter;NH;;;;;;,,;SOUTHERN DISTRICT YMCA;SOUTHERN DISTRICT YMCA;SOUTHERN DISTRICT YMCA;SOUTHERN DISTRICT YMCA;SOUTHERN DISTRICT YMCA;
5072022;Church/Synagogue;ATONEMENT CHILD CARE CENTER;Omaha;NE;;;;;;,,;ATONEMENT CHILD CARE CENTER;ATONEMENT CHILD CARE CENTER;ATONEMENT;ATONEMENT CHILD CARE CENTER;ATONEMENT CHILD CARE CENTER || ATONEMENT;
5077187;YMCA/YWCA;YMCA CHLDREN PRE-SCHOOL;Wilmington;DE;;;;;;,,;YMCA CHLDREN PRE-SCHOOL;YMCA CHLDREN PRESCHOOL;YMCA CHLDREN;YMCA CHLDREN PRESCHOOL;YMCA CHLDREN PRESCHOOL || YMCA CHLDREN;
5103669;Church/Synagogue;OPEN DOOR CHILD CARE;Denver;CO;;;;;;,,;OPEN DOOR CHILD CARE;OPEN DOOR CHILD CARE;OPEN DOOR;OPEN DOOR CHILD CARE;OPEN DOOR CHILD CARE || OPEN DOOR;
5104170;;HEBREW EDUCATIONAL ALLIANCE;Denver;CO;;;;;;,,;HEBREW EDUCATIONAL ALLIANCE;HEBREW EDUCATIONAL ALLIANCE;HEBREW EDUCATIONAL ALLIANCE;HEBREW EDUCATIONAL ALLIANCE;HEBREW EDUCATIONAL ALLIANCE;
5111977;Independent Center;KALEIDOSCOPE;Eastsound;WA;;;;;;,,;KALEIDOSCOPE;KALEIDOSCOPE;KALEIDOSCOPE;KALEIDOSCOPE;KALEIDOSCOPE;
5112892;;CITY KIDS PRE-SCHOOL;Kirkland;WA;;;;;;,,;CITY KIDS PRE-SCHOOL;CITY KIDS PRESCHOOL;CITY KIDS;CITY KIDS PRESCHOOL;CITY KIDS PRESCHOOL || CITY KIDS;
5114072;Independent Center;CADENCE ACADEMY PRE-SCHOOL;Gig Harbor;WA;;;;;;,,;CADENCE ACADEMY PRE-SCHOOL;CADENCE ACADEMY PRESCHOOL;CADENCE;CADENCE ACADEMY PRESCHOOL;CADENCE ACADEMY PRESCHOOL || CADENCE;
5114383;;DISCOVERY STATION CC & DC;Puyallup;WA;;;;;;,,;DISCOVERY STATION CC & DC;DISCOVERY STATION CC AND DC;DISCOVERY STATION;DISCOVERY STATION CC AND DEVELOPMENT CENTER;DISCOVERY STATION CC AND DEVELOPMENT CENTER || DISCOVERY STATION COMMUNITY CENTER AND DC || DISCOVERY STATION CHILD CARE AND DC || DISCOVERY STATION CC AND DAY CARE || DISCOVERY STATION CC AND DC || DISCOVERY STATION AND || DISCOVERY STATION;CC->CHILD CARE || CC->COMMUNITY CENTER || DC->DAY CARE || DC->DEVELOPMENT CENTER
5116927;Independent Center;LANESBORO CHILD CARE CENTER;Lanesboro;MN;;;;;;,,;LANESBORO CHILD CARE CENTER;LANESBORO CHILD CARE CENTER;CHILD CARE CENTER;LANESBORO CHILD CARE CENTER;LANESBORO CHILD CARE CENTER || CHILD CARE CENTER || LANESBORO;removed city tokens from core: LANESBORO
5117177;;UNIV NORTHWESTERN CHLD DEV CTR;Roseville;MN;;;;;;,,;UNIV NORTHWESTERN CHLD DEV CTR;UNIV NORTHWESTERN CHLD DEV CTR;UNIV NORTHWESTERN CHLD;UNIV NORTHWESTERN CHILD DEVELOPMENT CENTER;UNIV NORTHWESTERN CHILD DEVELOPMENT CENTER || UNIV NORTHWESTERN CHLD DEVELOPMENT CENTER || UNIV NORTHWESTERN CHLD DEVELOPMENT CTR || UNIVERSITY NORTHWESTERN CHLD DEV CTR || UNIV NORTHWESTERN CHLD DEV CENTER || UNIV NORTHWESTERN CHLD DEV CENTRE || UNIV NORTHWESTERN CHILD DEV CTR || UNIV NORTHWESTERN CHLD DEV CTR || UNIV NORTHWESTERN CHLD;UNIV->UNIVERSITY || CHLD->CHILD || DEV->DEVELOPMENT || CTR->CENTER || CTR->CENTRE || DEV CTR->DEVELOPMENT CENTER || CHLD DEV CTR->CHILD DEVELOPMENT CENTER
5117866;Church/Synagogue;DAVIDS CHRN LRNG CTR;Columbia Heights;MN;;;;;;,,;DAVIDS CHRN LRNG CTR;DAVIDS CHRN LRNG CTR;DAVIDS CHRN LRNG;DAVIDS CHILDREN LRNG CTR;DAVIDS CHILDREN LRNG CTR || DAVIDS CHRN LEARNING CTR || DAVIDS CHRN LRNG CENTER || DAVIDS CHRN LRNG CENTRE || DAVIDS CHRN LRNG CTR || DAVIDS CHRN LRNG;CHRN->CHILDREN || LRNG->LEARNING || CTR->CENTER || CTR->CENTRE
5118406;Church/Synagogue;CHILDREN OF TOMORROW;Chanhassen;MN;;;;;;,,;CHILDREN OF TOMORROW;CHILDREN OF TOMORROW;TOMORROW;CHILDREN OF TOMORROW;CHILDREN OF TOMORROW || OF TOMORROW || TOMORROW;
5120423;Independent Center;YOUNG HEARTS & FUTURE STEPS;Morgantown;WV;;;;;;,,;YOUNG HEARTS & FUTURE STEPS;YOUNG HEARTS AND FUTURE STEPS;YOUNG HEARTS FUTURE STEPS;YOUNG HEARTS AND FUTURE STEPS;YOUNG HEARTS AND FUTURE STEPS || YOUNG HEARTS FUTURE STEPS;
5122809;Church/Synagogue;ST STEPHENS CHILD DEV CTR;Huntsville;AL;;;;;;,,;ST STEPHENS CHILD DEV CTR;ST STEPHENS CHILD DEV CTR;ST STEPHENS;ST STEPHENS CHILD DEVELOPMENT CENTER;ST STEPHENS CHILD DEVELOPMENT CENTER || ST STEPHENS CHILD DEVELOPMENT CTR || SAINT STEPHENS CHILD DEV CTR || ST STEPHENS CHILD DEV CENTER || ST STEPHENS CHILD DEV CENTRE || ST STEPHENS CHILD DEV CTR || ST STEPHENS;ST->SAINT || ST->ST || DEV->DEVELOPMENT || CTR->CENTER || CTR->CENTRE || DEV CTR->DEVELOPMENT CENTER
5124845;Church/Synagogue;AZALEA CITY CHN SCHOOL;Semmes;AL;;;;;;,,;AZALEA CITY CHN SCHOOL;AZALEA CITY CHN SCHOOL;AZALEA CITY CHN;AZALEA CITY CHN SCHOOL;AZALEA CITY CHN SCHOOL || AZALEA CITY CHN;
5130686;Montessori;OAK BROOK SCHOOL;Murphy;TX;;;;;;,,;OAK BROOK SCHOOL;OAK BROOK SCHOOL;OAK BROOK;OAK BROOK SCHOOL;OAK BROOK SCHOOL || OAK BROOK;
5133846;;WESLEYAN CHRISTIAN ACADEMY;Rowlett;TX;;;;;;,,;WESLEYAN CHRISTIAN ACADEMY;WESLEYAN CHRISTIAN ACADEMY;WESLEYAN CHRISTIAN;WESLEYAN CHRISTIAN ACADEMY;WESLEYAN CHRISTIAN ACADEMY || WESLEYAN CHRISTIAN;
5134929;;ANNUNCIATION CHILDREN CENTER;Houston;TX;;;;;;,,;ANNUNCIATION CHILDREN CENTER;ANNUNCIATION CHILDREN CENTER;ANNUNCIATION;ANNUNCIATION CHILDREN CENTER;ANNUNCIATION CHILDREN CENTER || ANNUNCIATION;
